Landcat,A2_y2015,A2_y2016,A2_y2017,A2_y2018,A2_y2019,A2_y2020,A2_y2021,A2_y2022,A2_y2023,A2_y2024,A2_y2025,A2_y2026,A2_y2027,A2_y2028,A2_y2029,A2_y2030,A2_y2031,A2_y2032,A2_y2033,A2_y2034,A2_y2035,A2_y2036,A2_y2037,A2_y2038,A2_y2039,A2_y2040,A2_y2041,A2_y2042,A2_y2043,A2_y2044,A2_y2045,A2_y2046,A2_y2047,A2_y2048,A2_y2049,A2_y2050
80051002,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,72,72,72,72,72,72,72,72,72,72,72,72,72,72
80051004,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204
80051006,4342,4342,4278,4278,4278,4278,4278,4278,4278,4278,4278,4278,4278,4278,4278,4278,4278,4278,4278,4278,4278,4278,4278,4278,4006,3798,3798,3798,3798,3798,3798,3798,3798,3798,3798,3798
80051008,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192
80058106,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
80058106,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
80054002,40749,40735,40735,40735,40735,40735,40727,40727,40727,40727,40727,40727,40727,40727,40727,40719,40719,40719,40719,40719,40719,40719,40783,40783,40864,40864,40864,40864,40864,40864,40864,40864,40864,40864,40864,40864
80054004,33674,33673,33620,33551,33642,33636,33629,33546,33491,33491,33491,33482,33459,33457,33444,33407,33345,33345,33490,33458,33458,33475,33419,33419,33419,33500,33497,33497,33401,33347,33332,33332,33302,33302,33235,33235
80054006,1135009,1131481,1128589,1123006,1118623,1111825,1108616,1106392,1103916,1102532,1101423,1104386,1106558,1109213,1110316,1112793,1115989,1118180,1119351,1121746,1124993,1135284,1142041,1151032,1159094,1163135,1162506,1159359,1156616,1155943,1151320,1148572,1146337,1143016,1137633,1135162
80054008,158421,158426,158228,158228,158083,158147,158260,158260,158260,158169,158233,158311,158528,158528,158528,158886,158886,158823,158904,158904,158904,159442,159453,159453,159525,160011,160011,159927,159587,159587,159587,159469,159437,159315,159166,159393
80054012,4867,4785,4539,4475,4475,4411,4347,4283,3931,3931,3790,3726,3654,3454,3165,3163,3163,2984,2856,2656,2592,2448,2448,2314,2233,2025,2025,2025,2025,1953,1953,1953,1881,1809,1809,1809
80055004,512,512,512,512,506,506,506,506,506,506,506,506,506,506,506,506,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480
80055006,666,666,666,666,647,647,647,647,647,647,647,647,647,647,647,647,592,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520
80055012,167,167,167,167,128,128,128,128,128,128,128,128,128,128,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
80059902,1587,1587,1556,1556,1556,1556,1556,1556,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469
80059904,5221,5220,5207,5207,5051,5048,5048,5030,5064,5064,5052,5052,5042,5042,5042,5038,5038,5020,4863,4863,4863,4846,4841,4841,4841,4752,4752,4752,4792,4792,4792,4792,4792,4792,4792,4792
80059906,525594,527658,529410,534003,537062,542395,543712,545165,546387,546768,546867,543486,540398,536640,534591,531485,527565,524223,522372,519353,515489,503632,496191,486285,477286,472861,473004,475300,477432,476709,480393,481238,482500,484699,488433,490159
80059908,14124,14119,14317,14317,14462,14398,14285,14285,14285,14376,14312,14234,14081,14081,14081,13723,13723,13786,13705,13705,13705,13167,13156,13156,13084,12598,12598,12682,13022,13022,13022,13140,13172,13294,13443,13216
80059912,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143
80059902,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296
80059904,1436,1436,1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1448,1448,1448,1448,1448,1415,1469,1469,1469,1469,1469,1469,1469
80059906,29509,29662,29520,29537,29337,29345,29817,29817,29817,29817,29817,29681,29856,29720,29720,29431,29431,29278,29214,29150,29214,29895,29823,29769,29616,29480,29480,29480,29313,29475,29475,29475,29683,29755,30075,30075
80059908,2122,2122,2122,2122,2122,2122,2122,2122,2122,2122,2122,2122,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058
80059912,343,343,343,343,343,343,343,343,343,343,343,343,262,262,262,262,262,262,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198
80059206,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
80059212,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
80079006,4161,4161,4161,4161,4161,4161,4161,4161,4161,4161,4161,4161,4161,4161,4161,4161,4161,4161,4161,4161,4161,4161,4161,4161,4161,4161,4161,4161,4150,4150,4150,4150,4150,4150,4078,4078
80079007,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,320,320,320,320,320,320,320,320
80079009,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724
80079010,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634
80079011,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
80079012,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833,5833
80079806,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480,4480
80079810,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
80078106,68,74,82,92,90,126,161,125,128,117,124,102,66,31,31,48,77,55,60,132,132,138,112,83,110,110,38,38,32,32,90,63,90,90,90,115
80078108,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80078110,4191,3483,3385,3809,4324,4480,4589,4691,5419,5862,5413,5667,6251,7345,6684,6979,7633,7952,8291,8012,7259,7399,7426,6744,7389,6500,6463,5894,5435,5435,6008,5516,6786,6346,6835,7681
80078106,12,12,12,12,12,12,0,0,0,0,0,0,180,180,180,180,180,435,459,279,279,279,279,279,24,0,0,0,0,0,0,0,0,0,0,10
80078112,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80078101,41,41,41,41,41,16,16,0,0,0,0,0,5,5,5,50,50,50,50,45,45,45,0,0,17,17,17,19,19,19,23,87,87,87,85,85
80078106,2615,2037,2182,2416,2592,2133,2325,1993,1921,1713,1404,1341,1283,1588,1444,2181,2626,3169,3365,3568,3369,3695,3012,3039,2870,2560,2657,2573,2809,2971,2681,2438,2696,2544,3172,2985
80078109,1513,1441,1623,1566,1462,1848,1775,1571,1354,1074,850,850,464,592,833,1062,1640,1832,1960,2024,1824,2055,2340,1898,2123,2156,2092,2373,2301,1899,1907,1770,1890,2035,2234,1850
80078110,31,31,57,57,57,65,65,65,65,39,39,39,0,0,0,0,4,42,54,54,54,89,107,103,65,53,53,53,18,37,51,54,54,54,54,82
80071006,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159,6159
80071010,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317
80071011,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871,17871
80078101,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5675,5583,5481,5481,5481,5481,5481,5376,5468,5570,5570,5570,5570,5353,5458,5458,5458,5458,5458,5458,5594,5594,5594,5522,5522
80078104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80078106,142222,142358,142292,142212,142190,142481,142414,142342,142342,142408,142535,142557,142424,142627,142635,142435,142318,142327,142145,142245,142245,142309,142463,142444,142516,142654,142654,142510,142446,142420,142498,142229,142270,142206,142286,142293
80078107,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530
80078108,771,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778
80078109,62683,62466,62466,62331,62331,62331,62259,62259,62476,62476,62692,62692,62620,62692,62620,62267,62186,62058,62046,62118,62118,62126,62190,62207,62335,62314,62242,62242,61978,62190,62254,62254,62215,62287,62223,62551
80078110,433401,433667,433869,433452,433210,433088,432955,432905,432905,432651,433076,432815,432598,432137,432149,431804,431468,431532,431598,431835,432051,432233,432358,432643,432571,432999,432916,433422,433639,433739,433355,433510,432705,433065,432840,432001
80078111,36739,36739,36739,36739,36739,36739,36739,36739,36739,36739,36739,36753,36753,36753,36753,36753,36740,36740,36740,36737,36737,36737,36730,36743,36743,36743,36746,36746,36746,36753,36753,36739,36739,36739,36739,36739
80078112,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,757,757,757,757,757,757,757,821,821,821,821,821,821,821,821,821
80078101,8843,8843,8843,8843,8843,8868,8868,8884,8884,8884,8884,8884,8879,8879,8879,8834,8834,8689,8689,8694,8694,8694,8739,8739,8867,8867,8867,8865,8865,8865,8861,8878,8878,8878,8880,8880
80078104,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
80078106,372592,372947,372860,372619,372467,372599,372439,372843,372912,373065,373262,373325,373372,372899,373035,372507,372150,371343,371300,371241,371521,371162,371691,371912,372273,372469,372308,372455,372252,372116,372070,372637,372311,372591,371883,372038
80078107,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160,1155,1155,1155,1155,1155
80078108,2267,2267,2267,2267,2267,2267,2267,2267,2267,2267,2195,2195,2195,2195,2195,2195,2195,2267,2267,2267,2267,2267,2267,2267,2267,2267,2267,2267,2267,2267,2267,2267,2267,2267,2267,2267
80078109,183252,183541,183359,183495,183599,183213,183358,183562,183562,183842,183778,183778,184236,184036,183867,183991,183494,183494,183430,183294,183494,183255,182906,183331,182978,182978,183114,182897,183233,183423,183351,183488,183407,183190,183055,183111
80078110,643082,643524,643330,643336,643135,643093,643045,643029,642373,642356,642486,642543,642279,641646,642351,642367,641899,641300,640999,640977,641514,641128,641056,641457,640986,641271,641535,641662,641840,641657,641718,642052,641957,641957,641846,641811
80078111,162088,162088,162088,162088,162081,162081,162081,162081,162081,162081,162061,162068,162068,162068,162068,162068,162068,162088,162088,162088,162088,162088,162088,162036,162036,162036,162036,162036,162036,162036,162088,162088,162083,162083,162083,162078
80078112,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392
80078101,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,984,930
80078106,29572,29653,29653,29730,29730,29730,29742,29778,29778,29778,29756,29756,29756,29756,29756,29730,29730,29752,29752,29616,29535,29498,29524,29324,29288,29288,29424,29505,29542,29542,29742,29714,29714,29650,29650,29640
80078107,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
80078108,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
80078109,11063,11063,11063,11119,11119,11119,11119,11119,11119,11112,11184,11184,11184,11184,11184,11184,11191,11127,11063,11063,11063,11063,11063,11063,11063,11063,11063,10999,10999,10999,10999,10999,10999,10999,10999,10999
80078110,76602,76602,76666,76653,76581,76581,76653,76617,76545,76399,76293,76293,76229,76229,76173,76207,76353,76531,76403,76467,76467,76496,76398,76398,76334,76534,76390,76326,76425,76489,76225,76225,75855,75935,75782,75782
80078111,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515,6515
80078112,64,64,64,64,64,64,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
80074001,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525
80074004,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
80074006,245912,245376,244814,243937,243281,242889,242646,242182,241957,241349,241349,241349,241277,241277,241213,241035,241212,241076,241076,241004,240932,240716,240699,240788,240860,240347,240268,239940,239668,239116,238754,238306,238075,237527,237327,236983
80074007,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
80074008,1128,1128,1128,1128,1128,1128,1128,1128,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1073,1073,1073,1073,1073,1073,1073,1073,1073,1001,1001,1001,1001,1001
80074009,31907,31907,31907,31907,31907,31907,31900,31900,31736,31736,31736,31736,31736,31736,31736,31714,31714,31714,31714,31714,31714,31714,31714,31714,31714,31714,31665,31665,31665,31665,31601,31545,31545,31531,31531,31459
80074010,75421,75357,75269,75224,75128,75056,74927,74855,74802,74802,74802,74752,74752,74752,74752,74752,74775,74775,74703,74703,74703,74703,74631,74631,74631,74510,74510,74510,74510,74510,74399,74303,74303,74150,74150,74150
80074011,60467,60467,60467,60467,60467,60467,60467,60467,60467,60467,60467,60453,60453,60453,60453,60453,60453,60453,60453,60453,60453,60453,60453,60453,60453,60453,60453,60453,60453,60453,60453,60453,60453,60453,60453,60453
80074012,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
80075001,10199,10150,10150,10150,10150,10150,10150,10150,10150,10078,10078,10078,10078,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,10032,9978,9978,9978,9978
80075004,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
80075006,480333,479918,479395,479195,478460,478070,477809,477555,476995,476778,476336,476272,476255,476048,475984,475768,475704,475704,475704,475568,475496,475524,475571,475465,475802,475522,475241,474833,474488,474275,473770,472687,472236,471997,471066,470894
80075007,1147,1147,1147,1147,1147,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121
80075008,2636,2636,2636,2636,2636,2636,2617,2617,2615,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543,2543
80075009,296200,295903,295900,295689,295658,295522,295306,295306,295089,295025,294897,294897,294897,294886,294886,294958,294958,294958,294958,294958,294958,294958,294958,294668,294668,294665,294665,294729,294729,294729,294729,294565,294511,294511,294439,294180
80075010,350338,350194,350122,349905,349564,349436,349355,349273,349211,349211,349211,349083,349083,349083,349083,349060,349060,349060,348988,348988,348988,348988,348988,348959,348959,348887,348653,348653,348517,348441,348184,347948,347928,347711,347584,347584
80075011,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015,17015
80075012,11519,11519,11493,11487,11487,11487,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11359,11287,11287,11312,11312,11312,11312,11312,11312,11312,11312,11274,11274,11274,11217
80079901,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
80079906,5046,5182,5733,5805,5941,6013,6013,6013,6013,6077,6141,6222,6175,6175,6175,6175,6175,6103,6167,6167,6095,6095,6079,6079,6007,6007,6135,6207,6207,6271,6271,6335,6399,6399,6399,6563
80079907,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
80079909,381,381,399,399,399,399,399,399,399,399,399,399,399,399,327,327,327,327,327,255,255,255,343,343,343,407,407,407,407,407,407,407,488,488,488,524
80079910,418,418,418,418,418,418,418,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482
80079912,403,475,475,475,475,475,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,603,603,603,603,603,603,603,603,603
80079901,148,197,197,197,197,197,197,197,197,269,269,269,269,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,369,369,369,369
80079906,59238,60053,60587,61592,62847,63557,64061,64779,65564,66325,66703,66686,66822,67029,67157,67551,67438,67646,67582,67790,68006,68194,68180,68197,67860,68653,68885,69549,70177,70878,71745,73212,73830,74617,75820,76172
80079907,64,64,64,64,64,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,151,151,151,151,151,151,151,151
80079908,71,71,71,71,71,71,90,90,164,236,236,236,236,236,236,236,236,236,236,236,236,236,219,219,219,219,219,219,219,219,219,291,291,291,291,291
80079909,3532,3829,3814,4025,4056,4192,4415,4415,4796,4860,4988,4988,4988,4999,5071,5021,5021,5021,5021,5093,5093,5093,5005,5295,5295,5234,5283,5219,5219,5219,5283,5503,5476,5490,5562,5857
80079910,7874,8082,8242,8504,8941,9141,9351,9441,9556,9556,9556,9684,9684,9684,9684,9707,9684,9684,9828,9828,9828,9828,9900,9929,9929,10122,10356,10356,10492,10568,10936,11268,11288,11658,11785,11785
80079911,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
80079912,2901,2829,2855,2861,2861,2861,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2997,2997,2972,2972,2972,2908,2908,2908,2908,2908,2946,2946,2946,3003
80073110,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423
80073111,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880
80099006,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480
80099007,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
80099008,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
80099804,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
80099806,7878,7878,7878,7878,7878,7878,7878,7878,7878,7878,7878,7878,7942,7942,7942,7942,7942,7942,7942,7942,7942,7942,8014,8014,8086,8086,8086,8086,8086,8086,8086,8086,8086,8167,8167,8167
80099808,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
80099810,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298
80099806,884,812,740,431,431,451,379,523,507,851,824,824,968,968,833,689,633,633,561,633,552,424,313,313,313,241,241,241,305,450,522,947,947,803,642,642
80099808,48,48,48,85,85,85,85,158,110,110,73,73,73,73,0,0,0,0,0,72,72,72,111,111,111,111,111,111,111,111,39,39,39,39,0,0
80099810,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80091006,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106,3106
80091008,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
80098106,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673,2673
80098108,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307
80098110,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417
80098106,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825,33825
